"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.213742139E0,6.445553780E0,-5.636279106E0,-7.646130562E0
2.263742139E0,5.577103615E0,-7.283585548E0,-7.461847305E0
2.313742139E0,4.633362293E-1,-3.786253929E0,3.787267685E0
2.363742139E0,-2.168889046E0,2.226629734E0,-8.266857147E0
2.413742139E0,-7.206830978E-1,5.452564716E0,-6.826393127E0
2.463742139E0,2.624585390E0,4.642229557E0,-5.900938511E0
2.513742139E0,2.879319191E-1,4.190624237E0,-3.627617598E0
2.563742139E0,-3.260200024E0,3.034341812E0,-1.593387604E0
2.613742139E0,2.943616629E0,-4.337855339E0,6.551782131E0
2.663742139E0,2.452190399E0,-1.072869301E0,4.310630322E0
2.713742139E0,2.047784567E0,-5.916737556E0,-1.959616470E1
2.763742139E0,-7.044195175E0,-1.229473114E0,1.410002708E0
2.813742139E0,-3.321075439E0,-6.388332367E0,-4.680779457E0
2.863742139E0,9.825425148E0,-2.278650284E0,8.034985065E-1
2.913742139E0,7.644600868E-1,1.004037857E0,-1.151786089E0
2.963742139E0,-3.792199135E0,4.655281544E0,5.881648540E0
3.013742139E0,-3.459064960E-1,2.698194027E0,1.708747268E0
3.063742139E0,1.903835535E0,1.655948639E0,2.040577173E0
3.113742139E0,3.764402390E0,3.271218300E0,-2.097313166E0
3.163742139E0,-1.005192876E0,-1.710340500E0,2.392175913E0
3.213742139E0,4.824501991E0,-2.498771667E0,1.058797932E1
3.263742139E0,-1.132777214E0,-6.091249466E0,1.398515511E1
